"u1","AFL_given_AIG_0%","AFL_given_AIG_10%","AFL_given_AIG_20%","AFL_given_AIG_30%","AFL_given_AIG_40%","AFL_given_AIG_50%","AFL_given_AIG_60%","AFL_given_AIG_70%","AFL_given_AIG_80%","AFL_given_AIG_90%","AFL_given_AIG_100%"
0.505050505050505,0.00201558681709748,0.0578728316228288,0.129221145003636,0.187625302834819,0.231619921069219,0.272624344839871,0.316167149718292,0.367483757443261,0.410042830090145,0.455103265120747,0.509872802450227
0.515151515151515,0.00203605047711473,0.0587484383730998,0.131372430445344,0.190890792744171,0.235753575000695,0.277585237569319,0.322022908871993,0.374413112635105,0.417876387762175,0.463906456367017,0.519870010906864
0.525252525252525,0.00205630399022469,0.0596197842265051,0.133516795460305,0.194148461293185,0.23987931554794,0.282538520893071,0.327871749974617,0.381336805744864,0.425705656580755,0.472707115566076,0.529867213022099
0.535353535353535,0.00207635318219191,0.0604869625216867,0.135654379350395,0.19739845899344,0.243997290893348,0.28748433418083,0.333713797105203,0.388254936101714,0.433530710538163,0.481505285692033,0.539864408901598
0.545454545454546,0.00209620361537435,0.0613500629010041,0.137785316130371,0.200640930764824,0.248107643782869,0.292422811739816,0.339549169877123,0.395167599493848,0.441351621007466,0.490301008208071,0.549861598647334
0.555555555555556,0.00211586060512043,0.062209171520656,0.139909734820229,0.203876016240542,0.252210511820207,0.297354083087033,0.345377983676879,0.402074888356716,0.449168456881157,0.499094323146094,0.559858782357795
0.565656565656566,0.00213532923487471,0.0630643712453466,0.142027759716493,0.207103850050356,0.256306027740144,0.302278273202288,0.351200349886083,0.408976891948061,0.456981284700089,0.507885269180812,0.569855960128149
0.575757575757576,0.00215461437011444,0.063915741828885,0.144139510644288,0.210324562083966,0.260394319662805,0.307195502763663,0.357016376088106,0.415873696510919,0.464790168773587,0.516673883698768,0.579853132050419
0.585858585858586,0.00217372067122596,0.0647633600819567,0.146245103191868,0.213538277736247,0.26447551133051,0.312105888366915,0.362826166260683,0.422765385425585,0.472595171291439,0.525460202862721,0.58985029821364
0.595959595959596,0.00219265260541789,0.0656073000281795,0.148344648929105,0.216745118135858,0.268549722328661,0.317009542730167,0.368629820955663,0.429652039351482,0.480396352428475,0.534244261671774,0.599847458704002
0.606060606060606,0.00221141445775801,0.0664476330494423,0.150438255611267,0.219945200358637,0.272617068292009,0.321906574885105,0.374427437466944,0.436533736359745,0.488193770442325,0.54302609401759,0.609844613604989
0.616161616161616,0.00223001034141122,0.0672844280214255,0.152526027369314,0.223138637627004,0.276677661097472,0.32679709035577,0.380219109987575,0.443410552057281,0.495987481764912,0.551805732737023,0.619841762997508
0.626262626262626,0.00224844420714844,0.0681177514401123,0.154608064887797,0.2263255394965,0.280731609044597,0.33168119132594,0.38600492975686,0.45028255970298,0.503777541088168,0.560583209661428,0.629838906960003
0.636363636363636,0.00226671985218886,0.0689476675400243,0.156684465571361,0.22950601203051,0.284779017024644,0.336558976796009,0.391784985198276,0.457149830316693,0.511564001444436,0.569358555662932,0.639836045568578
0.646464646464647,0.00228484092843195,0.0697742384048403,0.158755323700731,0.232680157964046,0.28881998667915,0.341430542730151,0.397559362048887,0.464012432781512,0.519346914281949,0.578131800697871,0.649833178897091
0.656565656565657,0.00230281095012989,0.0705975240710001,0.160820730579019,0.235848076857478,0.29285461654882,0.346295982194542,0.403328143480923,0.470870433939905,0.527126329535781,0.586902973847637,0.659830307017265
0.666666666666667,0.00232063330104633,0.0714175826248359,0.162880774669069,0.239009865240937,0.296883002213431,0.351155385487283,0.409091410216095,0.477723898684105,0.534902295694577,0.595672103357094,0.669827429998769
0.676767676767677,0.00233831124114298,0.0722344702937266,0.164935541722525,0.242165616750109,0.300905236423448,0.35600884026066,0.414849240633193,0.484572890041233,0.542674859863409,0.604439216670783,0.67982454790932
0.686868686868687,0.00235584791283147,0.0730482415317222,0.166985114901233,0.245315422254037,0.30492140922394,0.360856431636282,0.420601710869435,0.49141746925349,0.550444067822989,0.613204340467016,0.689821660814753
0.696969696969697,0.00237324634682469,0.0738589491000538,0.169029574891535,0.248459369975527,0.308931608071359,0.365698242313618,0.426348894916051,0.498257695853804,0.558209964085557,0.621967500690084,0.69981876877911
0.707070707070707,0.00239050946761852,0.0746666441428964,0.171069000011967,0.251597545604665,0.312935917943689,0.370534352672403,0.432090864708469,0.505093627737227,0.565972591947623,0.63072872258064,0.709815871864709
