"u1","CondProb_U2_0%","CondProb_U2_10%","CondProb_U2_20%","CondProb_U2_30%","CondProb_U2_40%","CondProb_U2_50%","CondProb_U2_60%","CondProb_U2_70%","CondProb_U2_80%","CondProb_U2_90%","CondProb_U2_100%"
0.606060606060606,0.00224883293512619,0.0659519767918253,0.150593698998849,0.219752464377405,0.272215087878718,0.323702838918613,0.374588984512237,0.436699728684748,0.487983881549857,0.54278071767364,0.609840608165085
0.616161616161616,0.00226775232570442,0.066781288941191,0.152683088440955,0.222941883192353,0.276268090111706,0.328623051589165,0.380382683086505,0.44357884372968,0.495773369232939,0.551555637497364,0.619837683365203
0.626262626262626,0.00228650692118879,0.0676071427145096,0.154766729632376,0.226124753908271,0.280314432227496,0.333536849206126,0.386170517450092,0.450453142514098,0.503559190786606,0.560328382887341,0.629834752981235
0.636363636363636,0.00230510058310592,0.068429602171464,0.156844720223183,0.229301182816165,0.284354219381441,0.338444330698737,0.391952576186216,0.457322696164316,0.511341399441348,0.569098984890739,0.639831817091415
0.646464646464647,0.00232353702522369,0.0692487292256112,0.15891715473164,0.232471272871309,0.288387553470755,0.343345591963373,0.397728945187083,0.464187573666935,0.519120046837759,0.577867473633836,0.649828875771679
0.656565656565657,0.00234181982135159,0.070064583747793,0.160984124690869,0.235635123847309,0.292414533283782,0.348240726001571,0.403499707775649,0.471047841965085,0.526895183097725,0.586633878363079,0.659825929095758
0.666666666666667,0.00235995241261876,0.0708772236630855,0.163045718786545,0.238792832480841,0.296435254640279,0.353129823049783,0.409264944820136,0.477903566048946,0.534666856891409,0.595398227483719,0.669822977135281
0.676767676767677,0.00237793811427213,0.0716867050417815,0.16510202298629,0.241944492607742,0.300449810523371,0.358012970701469,0.415024734841796,0.484754809040978,0.542435115500321,0.604160548596209,0.679820019959864
0.686868686868687,0.00239578012203258,0.0724930821848535,0.16715312066138,0.245090195291106,0.304458291203798,0.362890254022089,0.420779154116446,0.491601632276219,0.550200004876763,0.612920868530501,0.689817057637193
0.696969696969697,0.00241348151804397,0.073296407704307,0.169199092701331,0.24823002894195,0.308460784356994,0.367761755657495,0.426528276770195,0.498444095378035,0.557961569699899,0.621679213378413,0.699814090233108
